user_id	last_day_login_count	total_login_count	last_day_online_time	register_ts	total_days_from_register	total_active_days	daily_average_login_count	first_day_login_count	3_days_login_count	7_days_login_count	30_days_login_count	3_days_active	7_days_active	30_days_active	day_3_average_login_count	day_7_average_login_count	day_30_average_login_count	resource_total_number	total_online_time	daily_average_online_time	first_day_online_time	day_3_average_online_time	day_7_average_online_time	day_30_average_online_time	server_id	player_name	power	citylevel	herolevel	lastlogintime	gold	food	wood	oil	steel	cash	total_payment_amount	total_payment_count	total_paid_days	average_payment	average_payment_per_day	first_payment_timestamp	first_payment_amount	first_payment_package	first_payment_from_register	first_payment_activedays_from_register	last_payment_timestamp	last_payment_amount	last_payment_package	last_payment_from_register	last_payment_activedays_from_register	payment_frequency	gold_add_number	gold_remove_number	item_add_number	item_remove_number	troop_produce_number	client_build_count	client_tech_count	client_troop_count	client_trap_count	troop_send_count	troop_batter_number	client_troop_send_count	client_everyday_quest_count	client_allliance_quest_count	client_vip_quest_count	client_random_count	client_event_count	add_gold_alli_number	add_gold_iap_number	add_gold_item_number	add_gold_compensation_number	last_day_payment_amount	last_day_payment_count	createtime
5260327	2.0	5.0	65.0			2.0	2.5	0.0	9.0	44.0	187.0	3.0	7.0	30.0	3.0	6.28571428571	6.23333333333	3374727.0	155.0	77.5	90.0	108.333333333	173.571428571	217.666666667	5.0	Skorobok	995656.0	9.0	35.0	2016-03-02 00:00:00	20730.0	786630.0	414000.0	1325240.0	580069.0	268788.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	35.0	8.0	0.0	0.0	1.0	0.0	0.0	18.0	0.0	8.0	4.0	6.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260328	18.0	27.0	570.0			2.0	13.5	0.0	37.0	90.0	385.0	3.0	7.0	30.0	12.3333333333	12.8571428571	12.8333333333	14840445.0	965.0	482.5	395.0	445.0	397.857142857	421.166666667	5.0	Lese	2854218.0	15.0	43.0	2016-03-02 00:00:00	17293.0	968459.0	3298092.0	3173574.0	4022759.0	3377561.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		3970.0	390490.0	813.0	1490.0	4900.0	10.0	1.0	5.0	2.0	79.0	0.0	42.0	56.0	40.0	24.0	33.0	8.0	0.0	0.0	3970.0	0.0	0.0	0.0	
5259555	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			1.0	860678.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	Viniarski	22215.0	6.0	12.0	2016-02-22 00:00:00	5470.0	184434.0	143452.0	135281.0	160329.0	237182.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260335	0.0	0.0	5.0			1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	148954.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	Player15260335	1455.0	2.0	1.0	2016-01-17 00:00:00	160.0	48936.0	21404.0	34320.0	22594.0	21700.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5252148	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0			1.0	4404235.0	0.0	0.0	0.0	0.0	0.0	28.0	5.0	Michaeljan	80176.0	7.0	20.0	2016-02-10 00:00:00	25.0	1195320.0	965259.0	790054.0	957065.0	496537.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260344	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	0.0	0.333333333333	739876.0	0.0	0.0	0.0	10.0	10.0	13.3333333333	5.0	Player15260344	38387.0	5.0	13.0	2016-02-04 00:00:00	300.0	78736.0	122719.0	172521.0	285418.0	80482.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5266271	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	4.0	0.0	0.0	0.75	668883.0	0.0	0.0	0.0	5.0	5.0	15.0	5.0	Player15266271	14544.0	5.0	10.0	2016-02-23 00:00:00	215.0	160800.0	161387.0	127774.0	113504.0	105418.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5252157	27.0	45.0	385.0			2.0	22.5	0.0	70.0	181.0	639.0	3.0	7.0	30.0	23.3333333333	25.8571428571	21.3	5362003.0	725.0	362.5	340.0	395.0	395.714285714	423.0	5.0	Google	5387839.0	15.0	46.0	2016-03-02 00:00:00	7771.0	204389.0	1320870.0	1382030.0	1521785.0	932929.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		11930.0	92459.0	351.0	219.0	2450.0	8.0	5.0	8.0	0.0	10.0	0.0	21.0	110.0	56.0	36.0	53.0	2.0	0.0	0.0	11930.0	0.0	0.0	0.0	
5268543	11.0	24.0	305.0			2.0	12.0	0.0	35.0	88.0	272.0	3.0	7.0	30.0	11.6666666667	12.5714285714	9.06666666667	1009622.0	830.0	415.0	525.0	516.666666667	490.714285714	405.666666667	5.0	Beriya	1543008.0	11.0	39.0	2016-03-02 00:00:00	224.0	139903.0	261518.0	2961.0	167423.0	437817.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		560.0	6397.0	132.0	144.0	9568.0	7.0	2.0	4.0	6.0	58.0	0.0	20.0	47.0	23.0	20.0	40.0	0.0	0.0	0.0	560.0	0.0	0.0	0.0	
5268550	42.0	98.0	560.0			2.0	49.0	0.0	115.0	225.0	5467.0	3.0	7.0	30.0	38.3333333333	32.1428571429	182.233333333	4743651.0	1170.0	585.0	610.0	556.666666667	580.0	584.0	5.0	Alissea	3456627.0	15.0	43.0	2016-03-02 00:00:00	1554.0	2127984.0	26982.0	462921.0	1049783.0	1075981.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		2750.0	28184.0	392.0	338.0	6564.0	7.0	4.0	4.0	0.0	99.0	0.0	55.0	72.0	55.0	38.0	56.0	13.0	0.0	0.0	2750.0	0.0	0.0	0.0	
5260365	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	68.0	1.0	1.0	19.0	0.0	0.0	3.57894736842	2868000.0	0.0	0.0	0.0	10.0	10.0	185.263157895	5.0	Eisen Hauer	862112.0	13.0	37.0	2016-02-17 00:00:00	6889.0	912500.0	594000.0	638000.0	430500.0	293000.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260366	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			1.0	789967.0	0.0	0.0	0.0	0.0	0.0	15.0	5.0	Player15260366	30545.0	5.0	10.0	2016-02-16 00:00:00	20.0	115621.0	115488.0	134496.0	223049.0	201313.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268568	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.5	170299.0	0.0	0.0	0.0	10.0	10.0	12.5	5.0	Player15268568	1385.0	2.0	1.0	2016-02-04 00:00:00	200.0	62500.0	22987.0	40000.0	23112.0	21700.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260382	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0			0.5	507625.0	0.0	0.0	0.0	0.0	0.0	25.0	5.0	Player15260382	5917.0	3.0	8.0	2016-02-20 00:00:00	0.0	134733.0	99412.0	87155.0	76418.0	109907.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260384	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0			0.5	142812.0	0.0	0.0	0.0	0.0	0.0	7.5	5.0	Player15260384	1368.0	2.0	1.0	2016-02-12 00:00:00	200.0	61537.0	19177.0	20095.0	20403.0	21600.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260388	17.0	22.0	610.0			2.0	11.0	0.0	36.0	77.0	280.0	3.0	7.0	30.0	12.0	11.0	9.33333333333	8081358.0	1215.0	607.5	605.0	630.0	675.0	658.666666667	5.0	Massik	3221489.0	16.0	43.0	2016-03-02 00:00:00	11034.0	3512184.0	705818.0	842326.0	880700.0	2140330.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		530.0	90102.0	444.0	528.0	13845.0	10.0	0.0	9.0	3.0	65.0	2.0	42.0	77.0	46.0	29.0	60.0	1.0	0.0	0.0	530.0	0.0	0.0	0.0	
5252201	0.0	0.0	10.0			1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	122196.0	10.0	10.0	10.0	10.0	10.0	10.0	5.0	Player15252201	228.0	1.0	1.0	2016-01-13 00:00:00	200.0	62500.0	19898.0	19900.0	19898.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268586	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0		0.0	0.5	596901.0	0.0	0.0	0.0	0.0	5.0	12.5	5.0	Ilnur	16379.0	5.0	11.0	2016-02-02 00:00:00	145.0	0.0	93990.0	43651.0	203397.0	255863.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260395	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	24.0	1.0	1.0	15.0	0.0	0.0	1.6	3432794.0	0.0	0.0	0.0	10.0	10.0	29.0	5.0	Ingo	101126.0	8.0	22.0	2016-02-19 00:00:00	325.0	620674.0	797651.0	718453.0	742615.0	553401.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268591	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	7.0	1.0	1.0	8.0	0.0	0.0	0.875	697876.0	0.0	0.0	0.0	10.0	10.0	21.25	5.0	san23031993	25370.0	5.0	13.0	2016-02-06 00:00:00	280.0	165283.0	191435.0	30000.0	296158.0	15000.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268595	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	1.0	145535.0	0.0	0.0	0.0	10.0	10.0	10.0	5.0	Player15268595	1328.0	2.0	1.0	2016-02-09 00:00:00	200.0	62500.0	20177.0	20095.0	21163.0	21600.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268600	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	3.0	0.0	0.0	1.0	154699.0	0.0	0.0	0.0	10.0	10.0	20.0	5.0	Player15268600	1671.0	3.0	2.0	2016-02-03 00:00:00	200.0	62937.0	20802.0	22539.0	23921.0	24500.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260409	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			1.0	258873.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	Player15260409	1921.0	2.0	3.0	2016-02-17 00:00:00	200.0	82998.0	54527.0	50595.0	48353.0	22400.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5252218	2.0	2.0	20.0			1.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	676790.0	20.0	20.0	20.0	20.0	20.0	20.0	5.0	Bibbe	19468.0	3.0	7.0	2016-03-02 00:00:00	350.0	169912.0	168889.0	165883.0	156902.0	15204.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	2.0	4.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5252220	0.0	0.0	10.0			2.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	5.0	0.0	0.0	0.2	1145865.0	10.0	5.0	10.0	10.0	8.33333333333	7.0	5.0	St George	34115.0	5.0	12.0	2016-02-03 00:00:00	0.0	283350.0	261004.0	192773.0	307124.0	101614.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260413	0.0	0.0	5.0			1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	256389.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	Player15260413	1968.0	3.0	4.0	2016-01-18 00:00:00	300.0	74051.0	55242.0	51975.0	48921.0	26200.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268607	10.0	17.0	245.0			2.0	8.5	0.0	24.0	48.0	216.0	3.0	7.0	30.0	8.0	6.85714285714	7.2	1355153.0	470.0	235.0	225.0	260.0	240.0	241.0	5.0	Bombenmeister	1066301.0	12.0	37.0	2016-03-02 00:00:00	3792.0	79377.0	324773.0	58906.0	751651.0	140446.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		3300.0	45668.0	165.0	205.0	3566.0	7.0	4.0	3.0	2.0	33.0	0.0	39.0	42.0	22.0	8.0	24.0	17.0	0.0	0.0	3300.0	0.0	0.0	0.0	
5268608	1.0	1.0	20.0			2.0	0.5	0.0	1.0	5.0	48.0	2.0	6.0	26.0	0.5	0.833333333333	1.84615384615	412495.0	20.0	10.0	20.0	15.0	22.5	47.1153846154	5.0	Sandman78	119081.0	7.0	19.0	2016-03-01 00:00:00	270.0	207113.0	63704.0	25400.0	61599.0	54679.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268610	1.0	1.0	25.0			2.0	0.5	0.0	1.0	7.0	55.0	2.0	5.0	19.0	0.5	1.4	2.89473684211	2262958.0	25.0	12.5	25.0	17.5	39.0	75.7894736842	5.0	Alex20	209256.0	10.0	28.0	2016-03-01 00:00:00	2100.0	597076.0	687719.0	449720.0	403337.0	125106.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		2000.0	0.0	9.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2000.0	0.0	0.0	0.0	
5268612	0.0	0.0	5.0			2.0	0.0	0.0	1.0	9.0	34.0	2.0	6.0	22.0	0.5	1.5	1.54545454545	865293.0	5.0	2.5	5.0	27.5	35.8333333333	58.6363636364	5.0	Hammer	333259.0	8.0	24.0	2016-02-29 00:00:00	25.0	98146.0	214161.0	163070.0	118227.0	271689.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	1800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260421	0.0	0.0	5.0			1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	643731.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	Marco benitez	23637.0	5.0	12.0	2016-01-21 00:00:00	100.0	142500.0	27500.0	115000.0	277404.0	81327.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268614	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	4.0	0.0	0.0	0.5	241074.0	0.0	0.0	0.0	10.0	10.0	11.25	5.0	Player15268614	2280.0	4.0	5.0	2016-02-23 00:00:00	290.0	73538.0	47347.0	47044.0	40645.0	32500.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260423	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0			0.5	1756552.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	Das A tiem	29999.0	5.0	11.0	2016-02-08 00:00:00	500.0	600788.0	245109.0	235156.0	497651.0	177848.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5252233	12.0	22.0	230.0			2.0	11.0	0.0	30.0	77.0	301.0	3.0	7.0	30.0	10.0	11.0	10.0333333333	13002559.0	475.0	237.5	245.0	233.333333333	255.714285714	297.333333333	5.0	Bolle80	4308325.0	16.0	44.0	2016-03-01 00:00:00	2766.0	4132407.0	1755190.0	1996982.0	2777766.0	2340214.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		5840.0	2392.0	332.0	199.0	3142.0	8.0	2.0	1.0	0.0	49.0	0.0	37.0	117.0	49.0	19.0	26.0	0.0	0.0	0.0	5840.0	0.0	0.0	0.0	
5268622	0.0	0.0	5.0			2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	3.0	0.0	0.0	1.0	339657.0	5.0	2.5	5.0	5.0	5.0	31.6666666667	5.0	Mirek	5245.0	5.0	6.0	2016-02-08 00:00:00	0.0	237500.0	27500.0	27500.0	37157.0	10000.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268625	0.0	0.0	5.0			2.0	0.0	0.0	0.0	0.0	10.0	2.0	2.0	7.0	0.0	0.0	1.42857142857	2204088.0	5.0	2.5	5.0	7.5	7.5	122.857142857	5.0	Rusiknest	54255.0	8.0	19.0	2016-02-06 00:00:00	426.0	551527.0	497948.0	417064.0	445396.0	292153.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5260436	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0			1.25	2113949.0	0.0	0.0	0.0	0.0	0.0	51.25	5.0	Max der Starke	52902.0	7.0	15.0	2016-02-14 00:00:00	175.0	604903.0	169145.0	214204.0	767363.0	358334.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5252250	0.0	0.0	5.0			2.0	0.0	0.0	0.0	0.0	80.0	2.0	2.0	9.0	0.0	0.0	8.88888888889	3436027.0	5.0	2.5	5.0	10.0	10.0	189.444444444	5.0	Tracer	1098157.0	12.0	38.0	2016-02-07 00:00:00	14954.0	1447500.0	650000.0	564000.0	434527.0	340000.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5252251	8.0	24.0	265.0			2.0	12.0	0.0	28.0	65.0	302.0	3.0	7.0	30.0	9.33333333333	9.28571428571	10.0666666667	10271912.0	615.0	307.5	350.0	258.333333333	255.0	301.333333333	5.0	Hans von Keitel	2958847.0	15.0	43.0	2016-03-02 00:00:00	209.0	4516383.0	780295.0	898116.0	2440982.0	1636136.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		2700.0	376.0	179.0	101.0	11393.0	2.0	5.0	7.0	1.0	20.0	2.0	16.0	54.0	49.0	16.0	21.0	5.0	0.0	0.0	2700.0	0.0	0.0	0.0	
5268637	2.0	7.0	70.0			2.0	3.5	0.0	10.0	15.0	146.0	3.0	5.0	26.0	3.33333333333	3.0	5.61538461538	1191800.0	175.0	87.5	105.0	86.6666666667	75.0	112.692307692	5.0	Miha 33 rus	580755.0	11.0	28.0	2016-03-02 00:00:00	2005.0	171590.0	113855.0	355192.0	267230.0	283933.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	12.0	3.0	4719.0	4.0	1.0	4.0	1.0	12.0	0.0	6.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268638	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	4.0	0.0	0.0	0.75	761241.0	0.0	0.0	0.0	10.0	10.0	20.0	5.0	Player15268638	9067.0	4.0	10.0	2016-02-05 00:00:00	300.0	132230.0	141774.0	123044.0	265184.0	99009.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268648	0.0	0.0	0.0			2.0	0.0	0.0	0.0	1.0	12.0	1.0	2.0	4.0	0.0	0.5	3.0	359310.0	0.0	0.0	0.0	10.0	10.0	47.5	5.0	Ladeslaus	4552.0	4.0	9.0	2016-02-27 00:00:00	300.0	275810.0	27500.0	25000.0	21000.0	10000.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268656	0.0	0.0	5.0			2.0	0.0	0.0	0.0	0.0	31.0	2.0	2.0	15.0	0.0	0.0	2.06666666667	1258865.0	5.0	2.5	5.0	7.5	7.5	49.0	5.0	Grek	53014.0	7.0	19.0	2016-02-14 00:00:00	50.0	195000.0	372384.0	259360.0	398739.0	33382.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5268660	5.0	13.0	215.0			2.0	6.5	0.0	17.0	22.0	113.0	3.0	6.0	28.0	5.66666666667	3.66666666667	4.03571428571	3967168.0	430.0	215.0	215.0	186.666666667	115.0	125.892857143	5.0	Kimbas	409448.0	11.0	33.0	2016-03-02 00:00:00	1700.0	427886.0	1094980.0	658699.0	1149309.0	636294.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		3600.0	20695.0	111.0	88.0	3200.0	3.0	5.0	2.0	0.0	2.0	0.0	11.0	40.0	14.0	13.0	22.0	20.0	0.0	0.0	3600.0	0.0	0.0	0.0	
5268670	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	8.0	1.0	1.0	3.0	0.0	0.0	2.66666666667	554721.0	0.0	0.0	0.0	10.0	10.0	71.6666666667	5.0	Player15268670	17139.0	5.0	10.0	2016-02-06 00:00:00	10.0	87500.0	67500.0	90000.0	127789.0	181932.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
